ID_REF	VALUE
R10 - C14 : 5	0.742721301
R10 - C14 : 6	0.165830288
R10 - C14 : 7	5.168643493
R10 - C14 : 8	0.699948769
R10 - C14 : 9	0.394839506
R10 - C15 : 1	4.475902213
R10 - C15 : 10	1.021263168
R10 - C15 : 11	1.089177911
R10 - C15 : 12	0.630968066
R10 - C15 : 13	1.720364992
R10 - C15 : 14	1.298892266
R10 - C15 : 15	0.599254599
R10 - C15 : 16	0.881723269
R10 - C15 : 2	2.38558934
R10 - C15 : 3	0.044598836
R10 - C15 : 4	0.729310418
R10 - C15 : 5	0.440617126
R10 - C15 : 6	0.961509606
R10 - C15 : 7	3.74324095
R10 - C15 : 8	0.712598352
R10 - C15 : 9	0.750479675
R10 - C16 : 1	1.367641581
R10 - C16 : 10	0.382582823
R10 - C16 : 11	0.987381715
R10 - C16 : 12	2.957338512
R10 - C16 : 13	0.534870089
R10 - C16 : 14	0.317315949
R10 - C16 : 15	1.596389045
R10 - C16 : 16	1.027754593
R10 - C16 : 2	2.160521247
R10 - C16 : 3	0.434268135
R10 - C16 : 4	1.409861904
R10 - C16 : 5	1.589109715
R10 - C16 : 6	0.931177587
R10 - C16 : 7	1.244486877
R10 - C16 : 8	0.737743186
R10 - C16 : 9	0.712037336
R10 - C17 : 1	0.738820891
R10 - C17 : 10	1.762638801
R10 - C17 : 11	2.258207125
R10 - C17 : 12	0.725602298
R10 - C17 : 13	1.760004397
R10 - C17 : 14	0.619446852
R10 - C17 : 15	0.445212577
R10 - C17 : 16	1.568408236
R10 - C17 : 2	0.84380003
R10 - C17 : 3	0.494655637
R10 - C17 : 4	0.760424457
R10 - C17 : 5	0.783583448
R10 - C17 : 6	0.873381388
R10 - C17 : 7	1.769742065
R10 - C17 : 8	2.153368309
R10 - C17 : 9	0.783957311
R10 - C18 : 1	1.390081023
R10 - C18 : 10	0.503561214
R10 - C18 : 11	0.913253136
R10 - C18 : 12	2.186335091
R10 - C18 : 13	0.592340343
R10 - C18 : 14	0.985125111
R10 - C18 : 15	6.876751475
R10 - C18 : 16	1.660991347
R10 - C18 : 2	2.619948782
R10 - C18 : 3	1.176710727
R10 - C18 : 4	9.117677219
R10 - C18 : 5	2.238621976
R10 - C18 : 6	0.700091861
R10 - C18 : 7	2.507149692
R10 - C18 : 8	1.554928036
R10 - C18 : 9	0.393107485
R10 - C19 : 1	1.011074211
R10 - C19 : 10	1.011805042
R10 - C19 : 11	3.603149526
R10 - C19 : 12	0.47670609
R10 - C19 : 13	0.159575569
R10 - C19 : 14	1.038548939
R10 - C19 : 15	0.299348385
R10 - C19 : 16	0.495150302
R10 - C19 : 2	0.635707916
R10 - C19 : 3	5.843679677
R10 - C19 : 4	0.940752188
R10 - C19 : 5	1.89463253
R10 - C19 : 6	1.022733896
R10 - C19 : 7	0.204176104
R10 - C19 : 8	0.608705238
R10 - C19 : 9	0.568961938
R10 - C2 : 1	2.058602298
R10 - C2 : 10	1.119896717
R10 - C2 : 11	8.020846819
R10 - C2 : 12	0.735618829
R10 - C2 : 13	0.907025975
R10 - C2 : 14	0.803191527
R10 - C2 : 15	0.122372318
R10 - C2 : 16	0.389739184
R10 - C2 : 2	0.625928646
R10 - C2 : 3	1.783713291
R10 - C2 : 4	0.406690057
R10 - C2 : 5	0.269301486
R10 - C2 : 6	0.479273099
R10 - C2 : 7	1.332053511
R10 - C2 : 8	1.465992804
R10 - C2 : 9	0.381190158
R10 - C20 : 1	2.208253348
R10 - C20 : 10	1.577570593
R10 - C20 : 11	1.318723767
R10 - C20 : 12	3.391506974
R10 - C20 : 13	0.253313827
R10 - C20 : 14	0.754350644
R10 - C20 : 15	0.710343523
R10 - C20 : 16	1.123199495
R10 - C20 : 2	1.382793765
R10 - C20 : 3	1.032784745
R10 - C20 : 4	0.769926509
R10 - C20 : 5	1.330365724
R10 - C20 : 6	0.697360839
R10 - C20 : 7	0.62419605
R10 - C20 : 8	1.728877594
R10 - C20 : 9	1.12456584
R10 - C21 : 1	2.899741843
R10 - C21 : 10	0.678785886
R10 - C21 : 11	0.661589585
R10 - C21 : 12	1.084422394
R10 - C21 : 13	0.687562849
R10 - C21 : 14	0.177176067
R10 - C21 : 15	0.776557688
R10 - C21 : 16	7.077945597
R10 - C21 : 2	0.415178208
R10 - C21 : 3	1.228848186
R10 - C21 : 4	1.537224632
R10 - C21 : 5	1.121510632
R10 - C21 : 6	0.894329434
R10 - C21 : 7	1.039473332
R10 - C21 : 8	4.777875292
R10 - C21 : 9	0.429891802
R10 - C22 : 1	1.340967166
R10 - C22 : 10	1.770820409
R10 - C22 : 11	1.290979245
R10 - C22 : 12	1.037831609
R10 - C22 : 13	0.840589049
R10 - C22 : 14	0.963601888
R10 - C22 : 15	0.583481635
R10 - C22 : 16	4.160744776
R10 - C22 : 2	0.477392374
R10 - C22 : 3	1.762124463
R10 - C22 : 4	0.847411921
R10 - C22 : 5	1.017366353
R10 - C22 : 6	0.489166987
R10 - C22 : 7	0.137717353
R10 - C22 : 8	0.865775589
R10 - C22 : 9	1.620001761
R10 - C23 : 1	4.777381624
R10 - C23 : 10	1.183782781
R10 - C23 : 11	1.305859949
R10 - C23 : 12	1.027657267
R10 - C23 : 13	11.50878399
R10 - C23 : 14	0.73495531
R10 - C23 : 15	0.264994653
R10 - C23 : 16	2.74880731
R10 - C23 : 2	1.393697124
R10 - C23 : 3	1.461132539
R10 - C23 : 4	0.553437593
R10 - C23 : 5	1.329623992
R10 - C23 : 6	0.459613262
R10 - C23 : 7	10.99291371
R10 - C23 : 8	0.772276083
R10 - C23 : 9	1.108379776
R10 - C24 : 1	3.825352723
R10 - C24 : 10	3.002832166
R10 - C24 : 11	0.995950893
R10 - C24 : 12	0.702993063
R10 - C24 : 13	0
R10 - C24 : 14	0.885438991
R10 - C24 : 15	0.858813358
R10 - C24 : 16	0
R10 - C24 : 2	0.745620078
R10 - C24 : 3	0.678778184
R10 - C24 : 4	0.755396197
R10 - C24 : 5	1.93037441
R10 - C24 : 6	0.909824025
R10 - C24 : 7	0.667782481
R10 - C24 : 8	0.9700294
R10 - C24 : 9	0.589858854
R10 - C3 : 1	0.288824015
R10 - C3 : 10	0.184032661
R10 - C3 : 11	0.756211368
R10 - C3 : 12	0.59310194
R10 - C3 : 13	0.501387966
R10 - C3 : 14	1.242667737
R10 - C3 : 15	0.555556315
R10 - C3 : 16	2.077948489
R10 - C3 : 2	0.799300109
R10 - C3 : 3	0.662196383
R10 - C3 : 4	0.776691016
R10 - C3 : 5	0.092897016
R10 - C3 : 6	0.243507352
R10 - C3 : 7	1.545310215
R10 - C3 : 8	0.855037642
R10 - C3 : 9	0.766156277
