ID_REF	VALUE
R10 - C7 : 11	0
R10 - C7 : 12	0.302357766
R10 - C7 : 13	0.156275914
R10 - C7 : 14	0.097956506
R10 - C7 : 15	0.047888192
R10 - C7 : 16	0.289411445
R10 - C7 : 2	0.12744279
R10 - C7 : 3	0.309232159
R10 - C7 : 4	0.050946498
R10 - C7 : 5	0.120609977
R10 - C7 : 6	0.07589755
R10 - C7 : 7	3.484664695
R10 - C7 : 8	0.214232533
R10 - C7 : 9	0.160841523
R10 - C8 : 1	0.533061939
R10 - C8 : 10	0.251155232
R10 - C8 : 11	0.244432531
R10 - C8 : 12	0.424287826
R10 - C8 : 13	5.986023729
R10 - C8 : 14	0.223152427
R10 - C8 : 15	0.090277874
R10 - C8 : 16	0.178059105
R10 - C8 : 2	0.091782703
R10 - C8 : 3	0.097634414
R10 - C8 : 4	0.073380604
R10 - C8 : 5	0.317917063
R10 - C8 : 6	0.220072249
R10 - C8 : 7	0.218294087
R10 - C8 : 8	0.094319047
R10 - C8 : 9	0.16989635
R10 - C9 : 1	0.163770258
R10 - C9 : 10	0.12220984
R10 - C9 : 11	0.331948821
R10 - C9 : 12	0.155904643
R10 - C9 : 13	0.22916992
R10 - C9 : 14	0.226696808
R10 - C9 : 15	0.10695625
R10 - C9 : 16	0.178543377
R10 - C9 : 2	0.114379506
R10 - C9 : 3	0.301409042
R10 - C9 : 4	0.027149706
R10 - C9 : 5	0.121858933
R10 - C9 : 6	0.172018496
R10 - C9 : 7	0.584120695
R10 - C9 : 8	0.130768055
R10 - C9 : 9	0.141343205
R11 - C1 : 1	0.338903049
R11 - C1 : 10	0.149771533
R11 - C1 : 11	0.328419088
R11 - C1 : 12	0.146978781
R11 - C1 : 13	0.109839109
R11 - C1 : 14	0.07883504
R11 - C1 : 15	0.128173555
R11 - C1 : 16	0.123010866
R11 - C1 : 2	0.09240344
R11 - C1 : 3	0.813410026
R11 - C1 : 4	0.718158283
R11 - C1 : 5	0.164725674
R11 - C1 : 6	0.159605539
R11 - C1 : 7	0.222897859
R11 - C1 : 8	0.104125898
R11 - C1 : 9	0.082506241
R11 - C10 : 1	0.198250739
R11 - C10 : 10	0.521113136
R11 - C10 : 11	0.008313682
R11 - C10 : 12	0.184498634
R11 - C10 : 13	0.22706612
R11 - C10 : 14	0.11774806
R11 - C10 : 15	0.126667387
R11 - C10 : 16	0.1320098
R11 - C10 : 2	0.022263451
R11 - C10 : 3	0.268368494
R11 - C10 : 4	0.164778127
R11 - C10 : 5	0.18506987
R11 - C10 : 6	0.021751193
R11 - C10 : 7	0.244194347
R11 - C10 : 8	0.042486009
R11 - C10 : 9	0.047780418
R11 - C11 : 1	0.442273636
R11 - C11 : 10	0.437365761
R11 - C11 : 11	0.086462615
R11 - C11 : 12	0.605295591
R11 - C11 : 13	0.204700164
R11 - C11 : 14	0.463103736
R11 - C11 : 15	0.247971494
R11 - C11 : 16	0.128030704
R11 - C11 : 2	0.278826664
R11 - C11 : 3	0.068539288
R11 - C11 : 4	0.136554752
R11 - C11 : 5	0.130880718
R11 - C11 : 6	0.255776408
R11 - C11 : 7	0.146577783
R11 - C11 : 8	0.189482593
R11 - C11 : 9	3.215888957
R11 - C12 : 1	0.092357544
R11 - C12 : 10	0.251852596
R11 - C12 : 11	0.521673855
R11 - C12 : 12	0.186335692
R11 - C12 : 13	0.197539401
R11 - C12 : 14	0.208712844
R11 - C12 : 15	0.074627548
R11 - C12 : 16	0.821848408
R11 - C12 : 2	0.300636212
